Path,Source,Mechanism,Start Node,Relationship Source,End Node,PMID,REL_type,Evidences
COVID-19  →  Inflammation  →  TNF  →  Neuronal Death  →  Cognition, CBM, TNF-induced inflammation leads to neuronal death and impacts cognition.,Inflammation,CBM,Tnf,35674870,INCREASES,"LPS-treated R1141G LRRK2 transgenic mice showed increased secretion of pro-inflammatory TNFα, IL-1b and IL-6, as well as a decreased expression of anti-inflammatory IL-10"
COVID-19  →  Inflammation  →  TNF  →  Neuronal Death  →  Cognition, CBM, TNF-induced inflammation leads to neuronal death and impacts cognition.,Inflammation,CBM,Tnf,35674870,INCREASES,"mRNA levels of the pro-inflammatory cytokines TNF, IL-1, IL-12, CCL4, CXCL1, CCL3L1 were also increased, suggesting an upstream regulation by LRRK2"
COVID-19  →  Inflammation  →  Astrocyte Activation  →  Glial Cell Activation  →  Neuronal Death, CBM," COVID-19-induced inflammation activates astrocytes and glial cells, leading to neuronal death.",COVID-19,CBM,Inflammation,33031735,INCREASES,"Cases 2, 16, 21, and 41 showed more brainstem inflammation(in terms of  infiltration by cytotoxic CD8-positive T cells or activation of  microglia) than all others (figure 4)."
COVID-19  →  Inflammation  →  Astrocyte Activation  →  Glial Cell Activation  →  Neuronal Death, CBM," COVID-19-induced inflammation activates astrocytes and glial cells, leading to neuronal death.",COVID-19,CBM,Inflammation,32844161,INCREASES,"Mild or moderate lymphocyte inflammation was present in all ten patients, although focal lymphocyte cuffing of small vessels was noted in six patients (60%)."
COVID-19  →  Inflammation  →  Astrocyte Activation  →  Glial Cell Activation  →  Neuronal Death, CBM," COVID-19-induced inflammation activates astrocytes and glial cells, leading to neuronal death.",COVID-19,CBM,Inflammation,32844161,INCREASES,"Florid acute bronchopneumonia and ventilator-associated pneumonia were not noted in this series, although mild interstitial neutrophilic inflammation (three [30%] of ten patients) and patchy acute bronchopneumonia (three [30%] patients) were observed. Interstitial macrophages were prominent."
COVID-19  →  Inflammation  →  Astrocyte Activation  →  Glial Cell Activation  →  Neuronal Death, CBM," COVID-19-induced inflammation activates astrocytes and glial cells, leading to neuronal death.",COVID-19,CBM,Inflammation,32844161,INCREASES,"Of eight patients assessed for inflammatory markers, all (100%) had elevated inflammatory markers."
COVID-19  →  Inflammation  →  Astrocyte Activation  →  Glial Cell Activation  →  Neuronal Death, CBM," COVID-19-induced inflammation activates astrocytes and glial cells, leading to neuronal death.",COVID-19,CBM,Inflammation,37296110,POSITIVE_CORRELATION,"Interestingly, INCOV participants from cluster E predominantly exhibited an acute WHO ordinal score of ≥3 reflecting the association between more severe acute disease and persistent inflammation37 (Fig. 5D)."
COVID-19  →  Inflammation  →  Microglial Activation  →  Neuronal Injury  →  TNF, CBM," Inflammatory responses activate microglial cells, leading to neuronal injury and TNF production.",COVID-19,CBM,Inflammation,33031735,INCREASES,"Cases 2, 16, 21, and 41 showed more brainstem inflammation(in terms of  infiltration by cytotoxic CD8-positive T cells or activation of  microglia) than all others (figure 4)."
COVID-19  →  Inflammation  →  Microglial Activation  →  Neuronal Injury  →  TNF, CBM," Inflammatory responses activate microglial cells, leading to neuronal injury and TNF production.",COVID-19,CBM,Inflammation,32844161,INCREASES,"Mild or moderate lymphocyte inflammation was present in all ten patients, although focal lymphocyte cuffing of small vessels was noted in six patients (60%)."
COVID-19  →  Inflammation  →  Microglial Activation  →  Neuronal Injury  →  TNF, CBM," Inflammatory responses activate microglial cells, leading to neuronal injury and TNF production.",COVID-19,CBM,Inflammation,32844161,INCREASES,"Florid acute bronchopneumonia and ventilator-associated pneumonia were not noted in this series, although mild interstitial neutrophilic inflammation (three [30%] of ten patients) and patchy acute bronchopneumonia (three [30%] patients) were observed. Interstitial macrophages were prominent."
COVID-19  →  Inflammation  →  Microglial Activation  →  Neuronal Injury  →  TNF, CBM," Inflammatory responses activate microglial cells, leading to neuronal injury and TNF production.",COVID-19,CBM,Inflammation,32844161,INCREASES,"Of eight patients assessed for inflammatory markers, all (100%) had elevated inflammatory markers."
COVID-19  →  Inflammation  →  Microglial Activation  →  Neuronal Injury  →  TNF, CBM," Inflammatory responses activate microglial cells, leading to neuronal injury and TNF production.",COVID-19,CBM,Inflammation,37296110,POSITIVE_CORRELATION,"Interestingly, INCOV participants from cluster E predominantly exhibited an acute WHO ordinal score of ≥3 reflecting the association between more severe acute disease and persistent inflammation37 (Fig. 5D)."
COVID-19  →  TLR2  →  Cytokines  →  Microglial Cell Activation  →  IL1B, SCAI-DMaps," TLR2-mediated immune responses trigger cytokine production, microglial activation, and IL-1B release.",COVID-19,SCAI,IL2,32164424,INCREASES,"Plasma concentration of IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1A, and TNFα were higher among ICU admitted patients."
COVID-19  →  TLR2  →  Cytokines  →  Microglial Cell Activation  →  IL1B, SCAI-DMaps," TLR2-mediated immune responses trigger cytokine production, microglial activation, and IL-1B release.",COVID-19,SCAI,IL2,32113704,POSITIVE_CORRELATION,"Significantly high blood levels of cytokines and chemokines were noted in patients with COVID-19 infection that included IL1-β, IL1RA, IL7, IL8, IL9, IL10, basic FGF2, GCSF, GMCSF, IFNγ, IP10, MCP1, MIP1α, MIP1β, PDGFB, TNFα, and VEGFA. Some of the severe cases that were admitted to the intensive care unit showed high levels of pro- inflammatory cytokines including IL2, IL7, IL10, GCSF, IP10, MCP1, MIP1α, and TNFα that are reasoned to promote disease severity [6]."
COVID-19  →  TLR2  →  Cytokines  →  Microglial Cell Activation  →  IL1B, SCAI-DMaps," TLR2-mediated immune responses trigger cytokine production, microglial activation, and IL-1B release.",COVID-19,SCAI,IL2,32169119,POSITIVE_CORRELATION,"Additionally, inflammatory factors (interleukin (IL)-6, IL-10, tumor necrosis factor-α(TNF-α) increase, indicating the immune status of patients. The data showed that ICU patients had higher plasma levels of IL-2, IL-7, IL-10, granulocyte colony-stimulating factor (GCSF), 10 kD interferon-gamma-induced protein (IP-10), monocyte chemo-attractant protein-1 (MCP-1), macrophage inflammatory protein 1-α(MIP-1α), and TNF-α[48]."
COVID-19  →  TLR2  →  Cytokines  →  Microglial Cell Activation  →  IL1B, SCAI-DMaps," TLR2-mediated immune responses trigger cytokine production, microglial activation, and IL-1B release.",IL32,SCAI,Cytokines,24854197,INCREASES,"These results suggest that IL-32Î± can prevent cerebral ischemia damage via upregulation of anti-neuroinflammatory cytokine expression and STAT3 activation, but downregulation of neuroinflammatory cytokines and NF-ÎºB activation."
COVID-19  →  TLR2  →  Cytokines  →  Microglial Cell Activation  →  IL1B, SCAI-DMaps," TLR2-mediated immune responses trigger cytokine production, microglial activation, and IL-1B release.",IL32,SCAI,Cytokines,24854197,POSITIVE_CORRELATION,"These results suggest that IL-32Î± can prevent cerebral ischemia damage via upregulation of anti-neuroinflammatory cytokine expression and STAT3 activation, but downregulation of neuroinflammatory cytokines and NF-ÎºB activation."
COVID-19  →  TLR2  →  Cytokines  →  Microglial Cell Activation  →  IL1B, SCAI-DMaps," TLR2-mediated immune responses trigger cytokine production, microglial activation, and IL-1B release.",cytokinesis,SCAI,microglial cell activation,23815397,INCREASES,Over-activation of microglia cells in the brain contributes to neurodegenerative processes promoted by the production of various neurotoxic factors including pro-inflammatory cytokines and nitric oxide.
COVID-19  →  TLR2  →  Cytokines  →  Microglial Cell Activation  →  IL1B, SCAI-DMaps," TLR2-mediated immune responses trigger cytokine production, microglial activation, and IL-1B release.",microglial cell activation,SCAI,Il17a,23468966,INCREASES,"CNS-targeted production of IL-17A induces glial activation, microvascular pathology and enhances the neuroinflammatory response to systemic endotoxemia."
COVID-19  →  TLR2  →  Cytokines  →  Microglial Cell Activation  →  IL1B, SCAI-DMaps," TLR2-mediated immune responses trigger cytokine production, microglial activation, and IL-1B release.",microglial cell activation,SCAI,IL1A,15377701,INCREASES,"Polymorphisms within IL-1A influence the degree of brain microglial cell activation, especially in bearers of APOE epsilon4 allele, reinforcing the importance of neuroinflammatory processes in the pathogenesis of AD, and supporting the rationale for treating the disease with inflammation modulating drugs."
COVID-19  →  Inflammation  → sleep disorder → GSK3B, CBM, COVID-19-driven inflammation raises sleep disorders,COVID-19,CBM,Inflammation,33031735,INCREASES,"Cases 2, 16, 21, and 41 showed more brainstem inflammation(in terms of  infiltration by cytotoxic CD8-positive T cells or activation of  microglia) than all others (figure 4)."
COVID-19  →  Inflammation  → sleep disorder → GSK3B, CBM, COVID-19-driven inflammation raises sleep disorders,COVID-19,CBM,Inflammation,32844161,INCREASES,"Mild or moderate lymphocyte inflammation was present in all ten patients, although focal lymphocyte cuffing of small vessels was noted in six patients (60%)."
COVID-19  →  Inflammation  → sleep disorder → GSK3B, CBM, COVID-19-driven inflammation raises sleep disorders,COVID-19,CBM,Inflammation,32844161,INCREASES,"Florid acute bronchopneumonia and ventilator-associated pneumonia were not noted in this series, although mild interstitial neutrophilic inflammation (three [30%] of ten patients) and patchy acute bronchopneumonia (three [30%] patients) were observed. Interstitial macrophages were prominent."
COVID-19  →  Inflammation  → sleep disorder → GSK3B, CBM, COVID-19-driven inflammation raises sleep disorders,COVID-19,CBM,Inflammation,32844161,INCREASES,"Of eight patients assessed for inflammatory markers, all (100%) had elevated inflammatory markers."
COVID-19  →  Inflammation  → sleep disorder → GSK3B, CBM, COVID-19-driven inflammation raises sleep disorders,COVID-19,CBM,Inflammation,37296110,POSITIVE_CORRELATION,"Interestingly, INCOV participants from cluster E predominantly exhibited an acute WHO ordinal score of ≥3 reflecting the association between more severe acute disease and persistent inflammation37 (Fig. 5D)."
COVID-19  →  Neuroinflammation  →  Parkinson’s Disease  →  S100B  →  GFAP, CBM," COVID-19-induced neuroinflammation activates S100B and GFAP, potentially contributing to Parkinson’s disease.",neuroinflammation,CBM,Parkinson's disease,30342839,INCREASES,The role of neuroinflammation in PD is supported by the presence of activated microglia in the substantia nigra of PD patients [68] as well as several pre-clinical studies in PD animal models.
COVID-19  →  Neuroinflammation  →  Parkinson’s Disease  →  S100B  →  GFAP, CBM," COVID-19-induced neuroinflammation activates S100B and GFAP, potentially contributing to Parkinson’s disease.",neuroinflammation,CBM,Parkinson's disease,24275605,INCREASES,"PD pathology is characterized by chronic neuroinflammation, Lewy body inclusions, and loss of dopamine-producing (DA) neurons in the substantia nigra parts compacta (SNpc) of the midbrain [4, 6]"
COVID-19  →  Neuroinflammation  →  Parkinson’s Disease  →  S100B  →  GFAP, CBM," COVID-19-induced neuroinflammation activates S100B and GFAP, potentially contributing to Parkinson’s disease.",Parkinson's disease,CBM,S100B,22315722,POSITIVE_CORRELATION,"In addition to a variety of antibodies directed against globally expressed tissue antigens such as heat shock protein (HSP)-65 and HSP-70 (Fiszer et al. 1996), PD patients also show brain-associated autoantibodies including those directed against, GM1, S100B, glial fibrillar acidic protein (GFAP), NGF, neurofilament, myelin basic protein, tau, Aβ, and neuronal calcium channels, as well as α-syn and its modified and fibriliary forms."
COVID-19  →  Cytokine Production  →  Inflammation  →  TNF  →  Microglial Cell Activation, SCAI-DMaps," Cytokine production triggers inflammation, leading to TNF expression and microglial activation.",Inflammation,SCAI,TNF,18554520,ASSOCIATION,"Associated with these inflammatory responses are tumor necrosis factor-alpha (TNF-alpha) and reactive oxygen species (ROS), both believed to be derived from brain microglia."
COVID-19  →  Cytokine Production  →  Inflammation  →  TNF  →  Microglial Cell Activation, SCAI-DMaps," Cytokine production triggers inflammation, leading to TNF expression and microglial activation.",Inflammation,SCAI,TNF,21157520,INCREASES,TNF-Î± and IL-1beta play vital roles in joint inflammation and bone destruction.
COVID-19  →  Cytokine Production  →  Inflammation  →  TNF  →  Microglial Cell Activation, SCAI-DMaps," Cytokine production triggers inflammation, leading to TNF expression and microglial activation.",Inflammation,SCAI,TNF,24960578,INCREASES,"Cytokines, particularly tumor necrosis factor Î± (TNF-Î±) and interleukin 1beta (IL-1beta), can induce chronic inflammation that may promote the loss of synapses, cognitive dysfunction, and eventually neuronal death [19] and [20]."
COVID-19  →  Adaptive Immune Response  →  Cytokines  →  APP  →  Neurodegeneration, SCAI-DMaps," The adaptive immune response to COVID-19 leads to cytokine production, impacting APP metabolism and driving neurodegeneration.",MAPT,SCAI,Neurodegeneration,12387894,ASSOCIATION,These data suggest that aberrant glycosylation of tau in AD might be involved in neurofibrillary degeneration by promoting abnormal hyperphosphorylation by cdk5 and GSK-3beta.
 COVID-19  →  inflammation  →  IL1B, CBM," COVID-19 infection triggers an immune response that leads to significant inflammation, often marked by a ""cytokine storm"" in severe cases. This begins with the activation of immune cells like macrophages and dendritic cells, releasing pro-inflammatory cytokines, including IL-1β (Interleukin-1 beta). IL-1β amplifies the inflammatory response, promoting the production of IL-6 (Interleukin-6), a cytokine associated with systemic inflammation and neuroinflammatory processes. Elevated IL-6 levels can disrupt the blood-brain barrier and induce neuroinflammation, which impairs synaptic function and neuronal health. Prolonged neuroinflammation, combined with systemic effects, contributes to cognitive decline, as seen in many post-COVID-19 patients.",COVID-19,CBM,Inflammation,33031735,INCREASES,"Cases 2, 16, 21, and 41 showed more brainstem inflammation(in terms of  infiltration by cytotoxic CD8-positive T cells or activation of  microglia) than all others (figure 4)."
 COVID-19  →  inflammation  →  IL1B, CBM," COVID-19 infection triggers an immune response that leads to significant inflammation, often marked by a ""cytokine storm"" in severe cases. This begins with the activation of immune cells like macrophages and dendritic cells, releasing pro-inflammatory cytokines, including IL-1β (Interleukin-1 beta). IL-1β amplifies the inflammatory response, promoting the production of IL-6 (Interleukin-6), a cytokine associated with systemic inflammation and neuroinflammatory processes. Elevated IL-6 levels can disrupt the blood-brain barrier and induce neuroinflammation, which impairs synaptic function and neuronal health. Prolonged neuroinflammation, combined with systemic effects, contributes to cognitive decline, as seen in many post-COVID-19 patients.",COVID-19,CBM,Inflammation,32844161,INCREASES,"Mild or moderate lymphocyte inflammation was present in all ten patients, although focal lymphocyte cuffing of small vessels was noted in six patients (60%)."
 COVID-19  →  inflammation  →  IL1B, CBM," COVID-19 infection triggers an immune response that leads to significant inflammation, often marked by a ""cytokine storm"" in severe cases. This begins with the activation of immune cells like macrophages and dendritic cells, releasing pro-inflammatory cytokines, including IL-1β (Interleukin-1 beta). IL-1β amplifies the inflammatory response, promoting the production of IL-6 (Interleukin-6), a cytokine associated with systemic inflammation and neuroinflammatory processes. Elevated IL-6 levels can disrupt the blood-brain barrier and induce neuroinflammation, which impairs synaptic function and neuronal health. Prolonged neuroinflammation, combined with systemic effects, contributes to cognitive decline, as seen in many post-COVID-19 patients.",COVID-19,CBM,Inflammation,32844161,INCREASES,"Florid acute bronchopneumonia and ventilator-associated pneumonia were not noted in this series, although mild interstitial neutrophilic inflammation (three [30%] of ten patients) and patchy acute bronchopneumonia (three [30%] patients) were observed. Interstitial macrophages were prominent."
 COVID-19  →  inflammation  →  IL1B, CBM," COVID-19 infection triggers an immune response that leads to significant inflammation, often marked by a ""cytokine storm"" in severe cases. This begins with the activation of immune cells like macrophages and dendritic cells, releasing pro-inflammatory cytokines, including IL-1β (Interleukin-1 beta). IL-1β amplifies the inflammatory response, promoting the production of IL-6 (Interleukin-6), a cytokine associated with systemic inflammation and neuroinflammatory processes. Elevated IL-6 levels can disrupt the blood-brain barrier and induce neuroinflammation, which impairs synaptic function and neuronal health. Prolonged neuroinflammation, combined with systemic effects, contributes to cognitive decline, as seen in many post-COVID-19 patients.",COVID-19,CBM,Inflammation,32844161,INCREASES,"Of eight patients assessed for inflammatory markers, all (100%) had elevated inflammatory markers."
 COVID-19  →  inflammation  →  IL1B, CBM," COVID-19 infection triggers an immune response that leads to significant inflammation, often marked by a ""cytokine storm"" in severe cases. This begins with the activation of immune cells like macrophages and dendritic cells, releasing pro-inflammatory cytokines, including IL-1β (Interleukin-1 beta). IL-1β amplifies the inflammatory response, promoting the production of IL-6 (Interleukin-6), a cytokine associated with systemic inflammation and neuroinflammatory processes. Elevated IL-6 levels can disrupt the blood-brain barrier and induce neuroinflammation, which impairs synaptic function and neuronal health. Prolonged neuroinflammation, combined with systemic effects, contributes to cognitive decline, as seen in many post-COVID-19 patients.",COVID-19,CBM,Inflammation,37296110,POSITIVE_CORRELATION,"Interestingly, INCOV participants from cluster E predominantly exhibited an acute WHO ordinal score of ≥3 reflecting the association between more severe acute disease and persistent inflammation37 (Fig. 5D)."
 COVID-19  →  inflammation  →  IL1B, CBM," COVID-19 infection triggers an immune response that leads to significant inflammation, often marked by a ""cytokine storm"" in severe cases. This begins with the activation of immune cells like macrophages and dendritic cells, releasing pro-inflammatory cytokines, including IL-1β (Interleukin-1 beta). IL-1β amplifies the inflammatory response, promoting the production of IL-6 (Interleukin-6), a cytokine associated with systemic inflammation and neuroinflammatory processes. Elevated IL-6 levels can disrupt the blood-brain barrier and induce neuroinflammation, which impairs synaptic function and neuronal health. Prolonged neuroinflammation, combined with systemic effects, contributes to cognitive decline, as seen in many post-COVID-19 patients.",Inflammation,CBM,Il6,35674870,INCREASES,"LPS-treated R1141G LRRK2 transgenic mice showed increased secretion of pro-inflammatory TNFα, IL-1b and IL-6, as well as a decreased expression of anti-inflammatory IL-10"
 COVID-19  →  inflammation  →  IL1B, CBM," COVID-19 infection triggers an immune response that leads to significant inflammation, often marked by a ""cytokine storm"" in severe cases. This begins with the activation of immune cells like macrophages and dendritic cells, releasing pro-inflammatory cytokines, including IL-1β (Interleukin-1 beta). IL-1β amplifies the inflammatory response, promoting the production of IL-6 (Interleukin-6), a cytokine associated with systemic inflammation and neuroinflammatory processes. Elevated IL-6 levels can disrupt the blood-brain barrier and induce neuroinflammation, which impairs synaptic function and neuronal health. Prolonged neuroinflammation, combined with systemic effects, contributes to cognitive decline, as seen in many post-COVID-19 patients.",Inflammation,CBM,Il1b,35674870,INCREASES,"LPS-treated R1141G LRRK2 transgenic mice showed increased secretion of pro-inflammatory TNFα, IL-1b and IL-6, as well as a decreased expression of anti-inflammatory IL-10"
 COVID-19  →  inflammation  →  IL1B, CBM," COVID-19 infection triggers an immune response that leads to significant inflammation, often marked by a ""cytokine storm"" in severe cases. This begins with the activation of immune cells like macrophages and dendritic cells, releasing pro-inflammatory cytokines, including IL-1β (Interleukin-1 beta). IL-1β amplifies the inflammatory response, promoting the production of IL-6 (Interleukin-6), a cytokine associated with systemic inflammation and neuroinflammatory processes. Elevated IL-6 levels can disrupt the blood-brain barrier and induce neuroinflammation, which impairs synaptic function and neuronal health. Prolonged neuroinflammation, combined with systemic effects, contributes to cognitive decline, as seen in many post-COVID-19 patients.",Inflammation,CBM,Il1a,35674870,INCREASES,"mRNA levels of the pro-inflammatory cytokines TNF, IL-1, IL-12, CCL4, CXCL1, CCL3L1 were also increased, suggesting an upstream regulation by LRRK2"
 COVID-19  →  inflammation  →  IL1B, CBM," COVID-19 infection triggers an immune response that leads to significant inflammation, often marked by a ""cytokine storm"" in severe cases. This begins with the activation of immune cells like macrophages and dendritic cells, releasing pro-inflammatory cytokines, including IL-1β (Interleukin-1 beta). IL-1β amplifies the inflammatory response, promoting the production of IL-6 (Interleukin-6), a cytokine associated with systemic inflammation and neuroinflammatory processes. Elevated IL-6 levels can disrupt the blood-brain barrier and induce neuroinflammation, which impairs synaptic function and neuronal health. Prolonged neuroinflammation, combined with systemic effects, contributes to cognitive decline, as seen in many post-COVID-19 patients.",Inflammation,CBM,Il12b,35674870,INCREASES,"mRNA levels of the pro-inflammatory cytokines TNF, IL-1, IL-12, CCL4, CXCL1, CCL3L1 were also increased, suggesting an upstream regulation by LRRK2"
 COVID-19  →  inflammation  →  IL1B, CBM," COVID-19 infection triggers an immune response that leads to significant inflammation, often marked by a ""cytokine storm"" in severe cases. This begins with the activation of immune cells like macrophages and dendritic cells, releasing pro-inflammatory cytokines, including IL-1β (Interleukin-1 beta). IL-1β amplifies the inflammatory response, promoting the production of IL-6 (Interleukin-6), a cytokine associated with systemic inflammation and neuroinflammatory processes. Elevated IL-6 levels can disrupt the blood-brain barrier and induce neuroinflammation, which impairs synaptic function and neuronal health. Prolonged neuroinflammation, combined with systemic effects, contributes to cognitive decline, as seen in many post-COVID-19 patients.",Inflammation,CBM,Il10,35674870,DECREASES,"LPS-treated R1141G LRRK2 transgenic mice showed increased secretion of pro-inflammatory TNFα, IL-1b and IL-6, as well as a decreased expression of anti-inflammatory IL-10"
 IL1B  →  Tauopathies, Sherpa,The connection between IL1B (Interleukin-1 beta) and tauopathies (neurodegenerative diseases characterized by the aggregation of hyperphosphorylated tau protein) involves several molecular and cellular mechanisms.,IL1B,Sherpa,Tauopathies,36230921,INCREASES,"Tau aggregates, have in turn been shown to induce NLRP3 inflammasome activation, leading to further production of IL-1β by microglia and aggravation of neuroinflammation [109]."
" Post-Acute COVID-19 Syndrome → Encephalomyelitis, Acute Disseminated → Headache → Epilepsy → Covid-19", Sherpa," Post-Acute COVID-19 Syndrome (PACS) triggers systemic and neuroinflammation, which can lead to Acute Disseminated Encephalomyelitis (ADEM), a demyelinating condition marked by widespread inflammation in the brain and spinal cord. ADEM often causes severe headaches due to neural and meningeal inflammation. Persistent inflammation and neural damage may lower the seizure threshold, increasing the risk of epilepsy. In turn, epilepsy episodes, particularly in PACS, can be linked to neurological dysfunction associated with prior SARS-CoV-2 infection, completing the feedback loop to COVID-19’s neuroinflammatory effects",Post-Acute COVID-19 Syndrome,Sherpa,"Encephalomyelitis, Acute Disseminated",34978621,POSITIVE_CORRELATION,"Compared to pre-pandemic ADEM, we observed a higher median age of people with post-COVID-19 ADEM and ANHLE, a shorter interval between infection and neurological symptoms, and a worse prognosis both in terms of high morbidity and mortality."
" Post-Acute COVID-19 Syndrome → Encephalomyelitis, Acute Disseminated → Headache → Epilepsy → Covid-19", Sherpa," Post-Acute COVID-19 Syndrome (PACS) triggers systemic and neuroinflammation, which can lead to Acute Disseminated Encephalomyelitis (ADEM), a demyelinating condition marked by widespread inflammation in the brain and spinal cord. ADEM often causes severe headaches due to neural and meningeal inflammation. Persistent inflammation and neural damage may lower the seizure threshold, increasing the risk of epilepsy. In turn, epilepsy episodes, particularly in PACS, can be linked to neurological dysfunction associated with prior SARS-CoV-2 infection, completing the feedback loop to COVID-19’s neuroinflammatory effects","Encephalomyelitis, Acute Disseminated",Sherpa,Headache,37202971,POSITIVE_CORRELATION,"Such atypical neuroimaging changes post-vaccination has been labeled as ADEM-like presentation.[7] The cases had symptoms such as headaches, muscle stiffness, extremity weakness, fever, and more restricted lesions in the brain, but not a seizure."
" Post-Acute COVID-19 Syndrome → Encephalomyelitis, Acute Disseminated → Headache → Epilepsy → Covid-19", Sherpa," Post-Acute COVID-19 Syndrome (PACS) triggers systemic and neuroinflammation, which can lead to Acute Disseminated Encephalomyelitis (ADEM), a demyelinating condition marked by widespread inflammation in the brain and spinal cord. ADEM often causes severe headaches due to neural and meningeal inflammation. Persistent inflammation and neural damage may lower the seizure threshold, increasing the risk of epilepsy. In turn, epilepsy episodes, particularly in PACS, can be linked to neurological dysfunction associated with prior SARS-CoV-2 infection, completing the feedback loop to COVID-19’s neuroinflammatory effects",Headache,Sherpa,Epilepsy,33723208,POSITIVE_CORRELATION,"In this regard, it is noteworthy that headache is a common symptom of COVID-19 and other symptoms of central nervous systems (CNS) involvement has also been reported including dizziness, epileptic seizure, confusion, and even stroke5."
" Post-Acute COVID-19 Syndrome → Encephalomyelitis, Acute Disseminated → Headache → Epilepsy → Covid-19", Sherpa," Post-Acute COVID-19 Syndrome (PACS) triggers systemic and neuroinflammation, which can lead to Acute Disseminated Encephalomyelitis (ADEM), a demyelinating condition marked by widespread inflammation in the brain and spinal cord. ADEM often causes severe headaches due to neural and meningeal inflammation. Persistent inflammation and neural damage may lower the seizure threshold, increasing the risk of epilepsy. In turn, epilepsy episodes, particularly in PACS, can be linked to neurological dysfunction associated with prior SARS-CoV-2 infection, completing the feedback loop to COVID-19’s neuroinflammatory effects",Epilepsy,Sherpa,COVID-19,33723208,ASSOCIATION,"In this regard, it is noteworthy that headache is a common symptom of COVID-19 and other symptoms of central nervous systems (CNS) involvement has also been reported including dizziness, epileptic seizure, confusion, and even stroke5."
 Brain Diseases  →  Tremor →  Muscle Spasticity, Sherpa, Brain disease causes TMS.,Brain Diseases,Sherpa,Tremor,36028809,INCREASES,"Clinical manifestations of encephalopathy are cognitive dysfunction, behavioral change, disorientation, tremor, paralysis, and seizure [3]."
 Brain Diseases  →  Tremor →  Muscle Spasticity, Sherpa, Brain disease causes TMS.,Tremor,Sherpa,Muscle Spasticity,34853897,INCREASES,She then developed bilateral limb rigidity with subtle high frequency tremor
 COVID-19  →  Muscle Spasticity, SCAI-DMaps, Covid causes muscle spasticity,COVID-19,SCAI,Muscle Spasticity,32164424,INCREASES,"Presentation High fever, thirsty, dyspnea, confusion, agitation, crimson tongue, little/no tongue fur, deep, thin and rapid pulse or floating, large and rapid pulse; may accompany with purpura/rash/hematemesis/nasal bleeding/limb spasm"
 neuron death  → inflammatory response  → microglial cell activation involved in immune response, SCAI-DMaps, neuron death causes inflammation which is related to microglial cell activity,neuron death,SCAI,inflammatory response,10417811,INCREASES,"The presence of cytosolic phospholipase A(2) does not merely overlap with reactive astroglia, as reactive / astrocytes were observed that did not exhibit cytosolic phospholipase A(2) immunoreactivity. In most conditions evaluated,/ inflammatory processes have been postulated to play a pivotal role and may even participate in neuronal cell death."
 neuron death  → inflammatory response  → microglial cell activation involved in immune response, SCAI-DMaps, neuron death causes inflammation which is related to microglial cell activity,inflammatory response,SCAI,microglial cell activation involved in immune response,18715507,POSITIVE_CORRELATION,"Inflammatory changes are a prominent feature of brains affected by Alzheimer's disease (AD) Activated glial cells release inflammatory cytokines which modulate the neurodegenerative process.These cytokines are encoded by genes representing several interleukins and TNFA, which are associated with AD. The gene coding for HLA-B associated transcript 1 (BAT1) lies adjacent to TNFA in the central major histocompatibility complex (MHC) BAT1, a member of the DEAD-box family of RNA helicases, appears to regulate the production of inflammatory cytokines associated with AD pathology."
 COVID-19  →  microglial cell activation, CBM," """"",COVID-19,CBM,microglial cell activation,37458167,INCREASES,"Yet, common phenotypes emerge upon analysis of short-term SARS-CoV-2 infection in brain organoids, including increased apoptosis, increased oxidative stress in neurons, myelin disregulation and synapsis loss due to microglial activation (Mesci et al., 2022; Samudyata et al., 2022; Song et al., 2021a)."
 COVID-19  →  microglial cell activation, CBM," """"",COVID-19,CBM,microglial cell activation,37458167,INCREASES,"Postmortem analyses of COVID-19 patients' brain tissue revealed T-cell infiltration and microglial activation, and injured neurons and astrocytes (Kanberg et al., 2020; Schwabenland et al., 2021)."
 COVID-19  →  microglial cell activation, CBM," """"",COVID-19,CBM,microglial cell activation,36781876,INCREASES,"In 23 COVID-19 subjects parenchymal microglia displayed an activated phenotype with characteristic thorny ramifications or amoeboid morphology (Fig. 5a, b)."
 COVID-19  →  microglial cell activation, CBM," """"",COVID-19,CBM,microglial cell activation,35858406,INCREASES,"Among the top upregulated genes were those implicated in inflammation, injury response, and microglial activation (DGE_VolcanoPlot) (Fig. 3B, Right). Microglia markers and activation genes—including TREM2, CD4, SPP1, ITGAX—were also increased in infected cortical tissue."
 COVID-19  →  microglial cell activation, CBM," """"",COVID-19,CBM,microglial cell activation,33031735,INCREASES,"Cases 2, 16, 21, and 41 showed more brainstem inflammation(in terms of  infiltration by cytotoxic CD8-positive T cells or activation of  microglia) than all others (figure 4)."
 COVID-19  →  microglial cell activation, CBM," """"",COVID-19,CBM,microglial cell activation,33031735,INCREASES,"Diffuse activation of microglia, with occasional microglial  nodules,was pronounced in the brainstem and cerebellum. Additionally,  we found distinct positive staining for HLA-DR in subpial and  subependymal regions, a pattern not commonly observed in classic  encephalitis."
 COVID-19  →  microglial cell activation, CBM," """"",COVID-19,CBM,microglial cell activation,36198765,POSITIVE_CORRELATION,"Notably, both these disorders are characterized by a microglia-mediated early synapse loss [34], and epidemiological register studies have indicated an increased risk of dementia and parkinsonism after COVID-19 infection."
